AAL,"American Airlines Group, Inc.",38.9,23457400784,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/aal
ARQL,"ArQule, Inc.",1.43,89989479.58,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRS,ARRIS International plc,22,4294224484,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
ARRY,Array BioPharma Inc.,3.15,451511754.8,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARTNA,Artesian Resources Corporation,27.36,248032599.8,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3.04,12345598.08,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ARTX,Arotech Corporation,2.69,71180749.05,n/a,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARWR,Arrowhead Research Corporation,5.25,313044369.8,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr
ASBB,"ASB Bancorp, Inc.",25,99636875,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASCMA,"Ascent Capital Group, Inc.",13.8,175098691.8,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
ASEI,"American Science and Engineering, Inc.",27.48,197040228.7,n/a,n/a,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/asei
ASFI,"Asta Funding, Inc.",10,120970770,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASMB,"Assembly Biosciences, Inc.",5.05,86989593.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASML,ASML Holding N.V.,101.1,5817588808,57542916,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
ASNA,"Ascena Retail Group, Inc.",10.1,1959393395,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASPS,Altisource Portfolio Solutions S.A.,24.83,467792829.9,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
ASRV,AmeriServ Financial Inc.,3.01,56801141.11,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrv
ASRVP,AmeriServ Financial Inc.,28.4,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asrvp
ASTC,Astrotech Corporation,2.08,43057399.84,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASTE,"Astec Industries, Inc.",45.57,1047580203,n/a,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ASUR,Asure Software Inc,5.3,33345458.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ASYS,"Amtech Systems, Inc.",6.19,81520424.43,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asys
ATAI,ATA Inc.,5.44,69004838.72,12684713,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATAX,"America First Multifamily Investors, L.P.",5.13,309097520.6,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
ATEC,"Alphatec Holdings, Inc.",0.2299,23484338.34,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atec
ATHN,"athenahealth, Inc.",140.04,5455578051,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,"Athersys, Inc.",2.3,192556354.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
ATLC,Atlanticus Holdings Corporation,3.1501,48395175.31,n/a,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
ATLO,Ames National Corporation,24.14,224765439.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
ATNI,"Atlantic Tele-Network, Inc.",74.39,1195900633,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATNY,API Technologies Corp.,1.98,110584584,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/atny
ATOS,Atossa Genetics Inc.,0.285,8677184.1,n/a,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",16.22,523462350.6,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRION Corporation,396.9,723792396.6,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATRO,Astronics Corporation,38.12,975889840.2,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ATRS,"Antares Pharma, Inc.",0.9,139363660.8,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
ATSG,"Air Transport Services Group, Inc",14.9,951945802,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/atsg
ATTU,Attunity Ltd.,6.89,113039014.3,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
ATVI,"Activision Blizzard, Inc",34,24989935910,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/atvi
AUBN,"Auburn National Bancorporation, Inc.",27.13,98847558.14,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,4.7,177855534.1,n/a,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AVAV,"AeroVironment, Inc.",27.79,649093142,n/a,2007,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/avav
AVEO,"AVEO Pharmaceuticals, Inc.",1.04,60508983.6,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVGO,Broadcom Limited,157.54,61511171618,n/a,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo
AVHI,"A V Homes, Inc.",11.2,253660019.2,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/avhi
AVNW,"Aviat Networks, Inc.",0.69,43481642.37,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AWRE,"Aware, Inc.",3.93,90363036.27,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAS,Abraxas Petroleum Corporation,0.94,99965240.94,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/axas
AXDX,"Accelerate Diagnostics, Inc.",14.81,758257441.8,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/axdx
AXGN,"AxoGen, Inc.",5.24,157119256.8,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXTI,AXT Inc,2.5,80852940,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AYA,Amaya Inc.,12.98,1736452796,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aya
AZPN,"Aspen Technology, Inc.",35.81,2986172086,n/a,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
BABY,Natus Medical Incorporated,31.19,1034109253,n/a,2001,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/baby
BANF,BancFirst Corporation,56.82,882532728.8,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.475,27475000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BANR,Banner Corporation,41.16,1409411216,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BASI,"Bioanalytical Systems, Inc.",1.071,8683322.067,n/a,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
BBBY,Bed Bath & Beyond Inc.,48.81,7984703581,n/a,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BBCN,"BBCN Bancorp, Inc.",14.7,1169625433,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
BBEP,Breitburn Energy Partners LP,0.57,121791966.1,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbep
BBGI,"Beasley Broadcast Group, Inc.",3.78,87668670.6,n/a,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BBH,Market Vectors Biotech ETF,112.35,684942112.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbh
BBOX,Black Box Corporation,13.96,214739351,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bbox
BBRG,"Bravo Brio Restaurant Group, Inc.",7.57,111835576.7,n/a,2010,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bbrg
BBRY,BlackBerry Limited,7.1,3700300965,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bbry
BBSI,"Barrett Business Services, Inc.",27.01,194527694.6,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BCBP,"BCB Bancorp, Inc. (NJ)",10.13,113677816.6,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BCLI,Brainstorm Cell Therapeutics Inc.,2.59,48313963.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcli
BCOM,B Communications Ltd.,28.25,844675000,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
BCOR,"Blucora, Inc.",5.21,214689277.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/bcor
BCOV,Brightcove Inc.,6.05,198195120.2,n/a,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/bcov
BCPC,Balchem Corporation,62.42,1968442727,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BCRX,"BioCryst Pharmaceuticals, Inc.",2.8,206163484.8,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDE,"Black Diamond, Inc.",4.48,138181818.9,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/bde
BDGE,"Bridge Bancorp, Inc.",29.98,523097845.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
BDMS,"Birner Dental Management Services, Inc.",9.2071,17135389.05,n/a,1998,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bdms
BDSI,"BioDelivery Sciences International, Inc.",3.86,206383415.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BEAT,"BioTelemetry, Inc.",11.45,313599046.4,n/a,2008,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/beat
BEAV,"B/E Aerospace, Inc.",46.97,4796119758,n/a,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
BEBE,"bebe stores, inc.",0.62,48910826.6,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BECN,"Beacon Roofing Supply, Inc.",41.96,2485424820,n/a,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BELFA,Bel Fuse Inc.,13.4,159150312.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,14.21,168770592.7,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BFIN,BankFinancial Corporation,11.77,237754000,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BGCP,"BGC Partners, Inc.",8.99,2451553887,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,11.31,247848267.4,n/a,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BIB,ProShares Ultra Nasdaq Biotechnology,48.92,552796000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
BICK,First Trust BICK Index Fund,19.4375,8746913.875,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick
BIDU,"Baidu, Inc.",186.82,50632952151,271025330,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BIIB,Biogen Inc.,279.57,61134331492,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOD,Biodel Inc.,0.371,23799008.54,n/a,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
BIOL,"Biolase, Inc.",1.23,71619872.97,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BIOS,"BioScrip, Inc.",2.24,154039453.1,n/a,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BIS,ProShares UltraShort Nasdaq Biotechnology,35.83,161235000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
BJRI,"BJ&#39;s Restaurants, Inc.",41.93,1010553588,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bjri
BKCC,BlackRock Capital Investment Corporation,9.48,690688284.7,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bkcc
BKEP,"Blueknight Energy Partners L.P., L.L.C.",4.89,162339877.7,n/a,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkep
BKEPP,"Blueknight Energy Partners L.P., L.L.C.",6.71,202364333.5,n/a,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/bkepp
BKMU,Bank Mutual Corporation,7.4,337259195.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BKSC,Bank of South Carolina Corp.,16.05,78911430,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BLDP,"Ballard Power Systems, Inc.",1.35,211730202.5,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BLDR,"Builders FirstSource, Inc.",11.73,1291160184,n/a,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr
BLFS,"BioLife Solutions, Inc.",1.9,23651942.9,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BLKB,"Blackbaud, Inc.",62.12,2917879271,n/a,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/blkb
BLMN,"Bloomin&#39; Brands, Inc.",17.17,2048876664,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/blmn
BLMT,"BSB Bancorp, Inc.",22.11,201003999.9,n/a,2011,Finance,Major Banks,http://www.nasdaq.com/symbol/blmt
BLRX,BioLineRx Ltd.,0.9872,32623233.32,33046225,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BLUE,"bluebird bio, Inc.",51.57,1904358292,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/blue
BMRC,Bank of Marin Bancorp,48.68,295894710.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMRN,BioMarin Pharmaceutical Inc.,89.34,14436511351,n/a,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BMTC,Bryn Mawr Bank Corporation,25.37,425925716.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc
BNCL,"Beneficial Bancorp, Inc.",13.59,1088894863,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNCN,BNC Bancorp,21.1,860702928.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bncn
BNDX,Vanguard Total International Bond ETF,54.53,3593527000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bndx
BNFT,"Benefitfocus, Inc.",36.32,1060794644,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNSO,"Bonso Electronics International, Inc.",1.3,6820973.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bnso
BOBE,"Bob Evans Farms, Inc.",46.76,925887184.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bobe
BOCH,Bank of Commerce Holdings (CA),6.33,85085365.98,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BOFI,"BofI Holding, Inc.",21.51,1355823870,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bofi
BOKF,BOK Financial Corporation,53.32,3525488274,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bokf
BONA,Bona Film Group Limited,13.62,446681819.6,32796022,2010,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/bona
BONT,"The Bon-Ton Stores, Inc.",2.09,44160899.53,n/a,1991,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/bont
BOOM,Dynamic Materials Corporation,6.14,87951109.9,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
BOSC,B.O.S. Better Online Solutions,2.1,49395662.4,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BOTA,"Biota Pharmaceuticals, Inc.",1.53,59114527.38,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bota
BOTJ,"Bank of the James Financial Group, Inc.",11.86,51928250.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
BPFH,"Boston Private Financial Holdings, Inc.",11.42,953418605.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh
BPFHP,"Boston Private Financial Holdings, Inc.",25.62,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhp
BPFHW,"Boston Private Financial Holdings, Inc.",4.34,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfhw
BPOP,"Popular, Inc.",27.28,2828050464,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpop
BPOPM,"Popular, Inc.",18.35,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopm
BPOPN,"Popular, Inc.",20.6,247200000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
BPTH,"Bio-Path Holdings, Inc.",2.78,249540784.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
BRCD,"Brocade Communications Systems, Inc.",9.68,3878090104,n/a,1999,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/brcd
BREW,"Craft Brew Alliance, Inc.",8.38,160720070.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
BRID,Bridgford Foods Corporation,13.28,120546212,n/a,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/brid
BRKL,"Brookline Bancorp, Inc.",10.76,757470170.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/brkl
BRKR,Bruker Corporation,29.39,4803046995,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr
BRKS,"Brooks Automation, Inc.",10.14,693977300.6,n/a,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/brks
BSET,"Bassett Furniture Industries, Incorporated",32.47,353683014.2,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BSF,"Bear State Financial, Inc.",8.94,335786677.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BSFT,"BroadSoft, Inc.",41.42,1206362843,n/a,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft
BSPM,"Biostar Pharmaceuticals, Inc.",1.98,4377528.54,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bspm
BSQR,BSQUARE Corporation,5.95,71958377.75,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/bsqr
BSRR,Sierra Bancorp,17.44,231410104.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
BSTC,BioSpecifics Technologies Corp,38.62,271274372.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BUR,Burcon Nutrascience Corp,2.34,83566363.14,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bur
BUSE,First Busey Corporation,19.61,562706047.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse
BV,"Bazaarvoice, Inc.",3.13,255013097.3,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BVA,Cordia Bancorp Inc.,3.93,26691424.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bva
BVSN,"BroadVision, Inc.",6.53,31877644.66,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bvsn
BWEN,"Broadwind Energy, Inc.",2.9,43537088.1,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/bwen
BWFG,"Bankwell Financial Group, Inc.",19.62,147722727.4,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BWINA,"Baldwin & Lyons, Inc.",24.15,362879107.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",24.37,366184838.5,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BWLD,"Buffalo Wild Wings, Inc.",144.91,2728477351,n/a,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld
BYBK,"Bay Bancorp, Inc.",4.84,53544590.88,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BYFC,Broadway Financial Corporation,1.9,55245745.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/byfc
BYLK,Baylake Corp,16.45,158254724.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bylk
